Date,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Tasking_outcome,Region,Latitude,Longitude,Time_of_day,Tasking_duration
17/09/2018,Monday,Caernarfon,Rescue/Recovery,Coast,Supported & Completed,Wales,52.83,-4.12,12.00pm - 2.59pm,1
17/09/2018,Monday,St Athan,Support,Land,Supported & Completed,Wales,51.51,-3.24,12.00pm - 2.59pm,2
17/09/2018,Monday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,2
17/09/2018,Monday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.79,-5,12.00pm - 2.59pm,2
17/09/2018,Monday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.34,-6.39,3.00pm - 5.59pm,2
18/09/2018,Tuesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.63,-6.08,6.00am - 8.59am,3
18/09/2018,Tuesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.04,-4.08,12.00pm - 2.59pm,2
18/09/2018,Tuesday,Caernarfon,Rescue/Recovery,Land,Terminated On Scene,Wales,53.11,-4.02,12.00pm - 2.59pm,0
18/09/2018,Tuesday,Lydd,Search only,Land,Supported & Completed,South East,51.38,-1.19,6.00pm - 8.59pm,1
19/09/2018,Wednesday,Sumburgh,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,60.03,-1.22,12.00am - 2.59am,6
19/09/2018,Wednesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.01,-4.16,9.00am - 11.59am,3
19/09/2018,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.21,-3.79,9.00am - 11.59am,1
19/09/2018,Wednesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Northern Ireland,54.05,-4.82,9.00am - 11.59am,4
19/09/2018,Wednesday,Prestwick,Search only,Coast,Supported & Completed,Highlands and Islands,56.54,-5.44,12.00pm - 2.59pm,2
19/09/2018,Wednesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,1
19/09/2018,Wednesday,Lee on Solent,Search only,Coast,Terminated Prior to Launch,South East,50.59,-1.21,3.00pm - 5.59pm,0
19/09/2018,Wednesday,Lee on Solent,Support,Coast,Supported & Completed,South West,50.72,-1.74,6.00pm - 8.59pm,0
19/09/2018,Wednesday,Newquay,Support,Land,Supported & Completed,South West,50.29,-5.24,9.00pm - 11.59pm,1
20/09/2018,Thursday,Humberside,Rescue/Recovery,Land,Supported & Completed,East of England,52.96,1.04,12.00pm - 2.59pm,2
20/09/2018,Thursday,Sumburgh,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,58.95,-2.71,12.00pm - 2.59pm,3
20/09/2018,Thursday,Lydd,Rescue/Recovery,Land,Supported & Completed,East of England,52.3,1.63,3.00pm - 5.59pm,2
21/09/2018,Friday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,58.72,-0.37,3.00am - 5.59am,3
21/09/2018,Friday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,9.00am - 11.59am,2
21/09/2018,Friday,Caernarfon,Search only,Land,Terminated On Scene,West Midlands,51.93,-3,9.00am - 11.59am,1
21/09/2018,Friday,Lee on Solent,Rescue/Recovery,Coast,Terminated On Scene,South East,50.74,-1.09,12.00pm - 2.59pm,0
21/09/2018,Friday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.75,-3.98,12.00pm - 2.59pm,1
21/09/2018,Friday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.83,-4.53,6.00pm - 8.59pm,2
22/09/2018,Saturday,Caernarfon,Search only,Land,Terminated On Scene,Wales,53.21,-3.02,6.00am - 8.59am,2
22/09/2018,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.89,-6.35,9.00am - 11.59am,2
22/09/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.12,-3.99,9.00am - 11.59am,2
22/09/2018,Saturday,Lydd,Search only,Coast,Supported & Completed,South East,50.74,0.26,9.00am - 11.59am,2
22/09/2018,Saturday,Newquay,Support,Coast,Terminated On Scene,South West,50.41,-5.12,12.00pm - 2.59pm,0
22/09/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.64,-5.04,12.00pm - 2.59pm,3
22/09/2018,Saturday,Caernarfon,Rescue/Recovery,Coast,Supported & Completed,Wales,53.3,-4.69,12.00pm - 2.59pm,4
22/09/2018,Saturday,Inverness,Support,Land,Terminated Prior to Launch,Highlands and Islands,56.8,-5.06,3.00pm - 5.59pm,0
22/09/2018,Saturday,Humberside,Search only,Maritime,Terminated On Scene,North East,55.44,-0.71,3.00pm - 5.59pm,2
22/09/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.81,-4.46,3.00pm - 5.59pm,2
22/09/2018,Saturday,Lydd,Rescue/Recovery,Coast,Terminated On Scene,South East,50.74,0.21,6.00pm - 8.59pm,2
22/09/2018,Saturday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.04,-1.84,6.00pm - 8.59pm,1
22/09/2018,Saturday,Prestwick,Search only,Coast,Supported & Completed,North West,54.54,-3.6,9.00pm - 11.59pm,2
23/09/2018,Sunday,Inverness,Search only,Land,Supported & Completed,Highlands and Islands,57.67,-3.44,3.00am - 5.59am,2
23/09/2018,Sunday,Humberside,Support,Land,Terminated On Scene,North West,54.56,-2.94,12.00pm - 2.59pm,1
23/09/2018,Sunday,Newquay,Support,Land,Terminated On Scene,South West,50.54,-4.97,3.00pm - 5.59pm,0
23/09/2018,Sunday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.51,-3.03,12.00pm - 2.59pm,3
23/09/2018,Sunday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,60.76,-0.87,9.00am - 11.59am,7
23/09/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,51.16,-4.67,12.00pm - 2.59pm,4
23/09/2018,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.4,-4.45,3.00pm - 5.59pm,2
24/09/2018,Monday,Caernarfon,Search only,Coast,Terminated On Scene,Wales,53.22,-4.17,6.00pm - 8.59pm,0
25/09/2018,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.35,1.16,6.00am - 8.59am,5
25/09/2018,Tuesday,Inverness,Support,Coast,Terminated On Scene,Highlands and Islands,57.56,-4.13,9.00am - 11.59am,0
25/09/2018,Tuesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.35,-4.15,12.00pm - 2.59pm,2
25/09/2018,Tuesday,Caernarfon,Support,Coast,Terminated On Scene,North West,53.44,-3.06,6.00pm - 8.59pm,0
25/09/2018,Tuesday,Lydd,Rescue/Recovery,Land,Supported & Completed,South East,50.75,0.27,3.00pm - 5.59pm,2
26/09/2018,Wednesday,Lee on Solent,Support,Land,Terminated On Scene,South East,50.75,-1.29,12.00pm - 2.59pm,1
26/09/2018,Wednesday,Humberside,Search only,Land,Supported & Completed,East Midlands,52.52,-0.46,3.00pm - 5.59pm,2
26/09/2018,Wednesday,Prestwick,Search only,Coast,Terminated On Scene,Highlands and Islands,55.62,-5.74,6.00pm - 8.59pm,2
26/09/2018,Wednesday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,51.12,1.29,9.00pm - 11.59pm,2
26/09/2018,Wednesday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.69,-1.29,9.00pm - 11.59pm,1
27/09/2018,Thursday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.36,1.58,6.00am - 8.59am,2
27/09/2018,Thursday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,50.26,-5.09,9.00am - 11.59am,1
27/09/2018,Thursday,Sumburgh,Search only,Coast,Terminated En Route,Highlands and Islands,59.22,-2.72,9.00am - 11.59am,0
27/09/2018,Thursday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.06,-4.09,3.00pm - 5.59pm,1
27/09/2018,Thursday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.02,-3.87,3.00pm - 5.59pm,1
27/09/2018,Thursday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.9,-6.34,3.00pm - 5.59pm,2
28/09/2018,Friday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.52,-3.29,3.00pm - 5.59pm,2
28/09/2018,Friday,Lydd,Search only,Land,Supported & Completed,South East,51.41,0.54,6.00pm - 8.59pm,1
28/09/2018,Friday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.9,-6.24,6.00pm - 8.59pm,1
29/09/2018,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.54,-4.22,9.00am - 11.59am,2
29/09/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.11,-4.03,12.00pm - 2.59pm,2
29/09/2018,Saturday,St Athan,Support,Coast,Terminated En Route,Wales,51.67,-4.26,6.00pm - 8.59pm,0
29/09/2018,Saturday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.29,6.00pm - 8.59pm,1
29/09/2018,Saturday,Lydd,Search only,Coast,Cancelled,South East,51.13,1.34,9.00pm - 11.59pm,0
29/09/2018,Saturday,Humberside,Rescue/Recovery,Land,Supported & Completed,Yorkshire and the Humber,53.54,-0.17,9.00pm - 11.59pm,1
29/09/2018,Saturday,Sumburgh,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,60.76,-0.87,9.00pm - 11.59pm,2
30/09/2018,Sunday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.92,-5.24,12.00am - 2.59am,2
30/09/2018,Sunday,Humberside,Rescue/Recovery,Land,Supported & Completed,East of England,52.96,0.63,9.00am - 11.59am,2
30/09/2018,Sunday,St Athan,Search only,Land,Supported & Completed,South West,51.61,-2.52,12.00pm - 2.59pm,1
30/09/2018,Sunday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.23,1.15,9.00am - 11.59am,5
30/09/2018,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,2
30/09/2018,Sunday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.63,-6.25,12.00pm - 2.59pm,2
30/09/2018,Sunday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.74,0.25,3.00pm - 5.59pm,1
30/09/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.14,-3.67,6.00pm - 8.59pm,2
30/09/2018,Sunday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.35,-1.63,6.00pm - 8.59pm,2
30/09/2018,Sunday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.29,9.00pm - 11.59pm,1
30/09/2018,Sunday,Humberside,Rescue/Recovery,Land,Supported & Completed,East Midlands,53.21,-0.31,9.00pm - 11.59pm,1
30/09/2018,Sunday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.82,-5.05,9.00pm - 11.59pm,3
01/10/2018,Monday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.59,1.05,6.00am - 8.59am,2
01/10/2018,Monday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,51.42,2.61,12.00pm - 2.59pm,3
01/10/2018,Monday,Prestwick,Support,Coast,Supported & Completed,Highlands and Islands,55.63,-6.2,6.00pm - 8.59pm,2
01/10/2018,Tuesday,Sumburgh,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,60.15,-1.15,9.00am - 11.59am,3
01/10/2018,Tuesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,1
01/10/2018,Tuesday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South West,50.62,-2.27,12.00pm - 2.59pm,1
01/10/2018,Tuesday,Stornoway,Support,Land,Cancelled,Highlands and Islands,57.84,-5.77,3.00pm - 5.59pm,0
01/10/2018,Tuesday,Inverness,Rescue/Recovery,Maritime,Supported & Completed,North Eastern Scotland,58.04,-1.97,6.00pm - 8.59pm,3
02/10/2018,Wednesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.4,-5.47,6.00am - 8.59am,3
02/10/2018,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.74,1.67,9.00am - 11.59am,2
02/10/2018,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.31,12.00pm - 2.59pm,2
02/10/2018,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.95,-4.27,12.00pm - 2.59pm,2
02/10/2018,Wednesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.34,-5.16,12.00pm - 2.59pm,3
02/10/2018,Wednesday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.54,-5.11,3.00pm - 5.59pm,2
02/10/2018,Wednesday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.56,-3.24,6.00pm - 8.59pm,1
02/10/2018,Wednesday,St Athan,Search only,Land,Supported & Completed,Wales,51.62,-3.64,9.00pm - 11.59pm,1
02/10/2018,Wednesday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,53.85,1.43,9.00pm - 11.59pm,2
02/10/2018,Wednesday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.13,-1.02,9.00pm - 11.59pm,2
03/10/2018,Thursday,St Athan,Search only,Land,Supported & Completed,South West,51.64,-2.66,3.00am - 5.59am,2
03/10/2018,Thursday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,1
03/10/2018,Thursday,Prestwick,Rescue/Recovery,Maritime,Supported & Completed,Northern Ireland,55.46,-6.69,9.00am - 11.59am,2
03/10/2018,Thursday,Lee on Solent,Support,Coast,Supported & Completed,South East,50.74,0.22,3.00pm - 5.59pm,2
03/10/2018,Thursday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.29,6.00pm - 8.59pm,0
03/10/2018,Thursday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9.00pm - 11.59pm,2
04/10/2018,Friday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,49.92,-6.31,9.00am - 11.59am,1
04/10/2018,Friday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.47,-1.55,9.00am - 11.59am,1
04/10/2018,Friday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,49.92,-6.31,12.00pm - 2.59pm,1
04/10/2018,Friday,Lydd,Search only,Coast,Supported & Completed,South East,50.74,0.26,3.00pm - 5.59pm,1
04/10/2018,Friday,Inverness,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.05,-6.5,3.00pm - 5.59pm,3
04/10/2018,Friday,Lydd,Search only,Land,Supported & Completed,South East,51.38,0.52,9.00pm - 11.59pm,1
05/10/2018,Saturday,St Athan,Rescue/Recovery,Land,Terminated On Scene,Wales,51.68,-3.06,3.00am - 5.59am,1
05/10/2018,Saturday,Inverness,Rescue/Recovery,Land,Terminated On Scene,Highlands and Islands,56.8,-5.05,6.00am - 8.59am,1
05/10/2018,Saturday,St Athan,Search only,Coast,Supported & Completed,South West,50.62,-1.94,12.00pm - 2.59pm,2
05/10/2018,Saturday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South West,50.62,-1.95,6.00am - 8.59am,2
05/10/2018,Saturday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South West,50.62,-1.95,12.00pm - 2.59pm,2
05/10/2018,Saturday,Lee on Solent,Search only,Coast,Supported & Completed,South West,50.62,-1.95,12.00pm - 2.59pm,4
05/10/2018,Saturday,St Athan,Search only,Coast,Supported & Completed,South West,50.62,-1.95,3.00pm - 5.59pm,6
05/10/2018,Saturday,Lee on Solent,Search only,Coast,Supported & Completed,South West,50.62,-1.95,9.00pm - 11.59pm,3
05/10/2018,Saturday,Newquay,Search only,Coast,Supported & Completed,South West,50.62,-1.95,9.00pm - 11.59pm,7
05/10/2018,Saturday,Lydd,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,3.00pm - 5.59pm,3
05/10/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.06,-4.08,3.00pm - 5.59pm,1
05/10/2018,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,55.89,-3.26,3.00pm - 5.59pm,2
05/10/2018,Saturday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.62,1.3,6.00pm - 8.59pm,3
06/10/2018,Sunday,Lydd,Pre-arranged Transfer,Land,Supported & Completed,South West,49.43,-2.6,3.00am - 5.59am,4
06/10/2018,Sunday,Prestwick,Support,Coast,Terminated On Scene,Highlands and Islands,55.83,-4.96,6.00am - 8.59am,1
06/10/2018,Sunday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South West,50.59,-2.01,9.00am - 11.59am,1
06/10/2018,Sunday,Humberside,Rescue/Recovery,Coast,Supported & Completed,Yorkshire and the Humber,53.56,0.17,9.00am - 11.59am,1
06/10/2018,Sunday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.84,-3.41,12.00pm - 2.59pm,1
06/10/2018,Sunday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,58.53,-5.06,3.00pm - 5.59pm,1
06/10/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.69,-3.93,3.00pm - 5.59pm,4
06/10/2018,Sunday,Newquay,Support,Coast,Supported & Completed,South West,50.96,-4.59,9.00pm - 11.59pm,3
07/10/2018,Monday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.83,-5.06,6.00pm - 8.59pm,2
08/10/2018,Tuesday,Prestwick,Search only,Land,Supported & Completed,Southern Scotland,54.98,-3.27,12.00pm - 2.59pm,1
08/10/2018,Tuesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.16,-7.09,3.00pm - 5.59pm,0
08/10/2018,Tuesday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,58.14,-6.87,3.00pm - 5.59pm,0
08/10/2018,Tuesday,Inverness,Support,Coast,Terminated En Route,Highlands and Islands,56.5,-5.73,6.00pm - 8.59pm,1
08/10/2018,Tuesday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.7,-1.29,9.00pm - 11.59pm,2
09/10/2018,Wednesday,St Athan,Search only,Coast,Terminated En Route,Wales,51.84,-5.15,9.00am - 11.59am,0
09/10/2018,Wednesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5,12.00pm - 2.59pm,2
09/10/2018,Wednesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.1,-4.01,3.00pm - 5.59pm,3
09/10/2018,Wednesday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.57,-4.12,3.00pm - 5.59pm,1
09/10/2018,Wednesday,Humberside,Support,Land,Supported & Completed,Yorkshire and the Humber,53.91,-0.39,6.00pm - 8.59pm,4
09/10/2018,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.27,1.52,6.00pm - 8.59pm,2
10/10/2018,Thursday,Lydd,Support,Maritime,Supported & Completed,South East,50.86,0.6,12.00am - 2.59am,1
10/10/2018,Thursday,Sumburgh,Support,Coast,Cancelled,Highlands and Islands,60.2,-1.08,9.00am - 11.59am,0
10/10/2018,Thursday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.46,-3.52,3.00pm - 5.59pm,0
10/10/2018,Thursday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,49.92,-6.29,6.00pm - 8.59pm,1
10/10/2018,Thursday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,53.94,-2.54,9.00pm - 11.59pm,2
10/10/2018,Thursday,Prestwick,Support,Land,Supported & Completed,Southern Scotland,54.97,-5.07,9.00pm - 11.59pm,2
11/10/2018,Friday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,12.00am - 2.59am,1
11/10/2018,Friday,Inverness,Support,Land,Terminated On Scene,North Eastern Scotland,57.47,-1.97,9.00am - 11.59am,1
11/10/2018,Friday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South West,50.58,-2.06,12.00pm - 2.59pm,1
11/10/2018,Friday,St Athan,Pre-arranged Transfer,Land,Terminated Prior to Launch,South West,49.21,-2.04,12.00pm - 2.59pm,0
11/10/2018,Friday,St Athan,Pre-arranged Transfer,Land,Supported & Completed,South West,49.21,-2.04,3.00pm - 5.59pm,4
11/10/2018,Friday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.21,-2.04,3.00pm - 5.59pm,0
11/10/2018,Friday,Lee on Solent,Support,Land,Terminated En Route,South West,50.56,-2.46,3.00pm - 5.59pm,0
11/10/2018,Friday,St Athan,Support,Land,Terminated En Route,South West,50.56,-2.46,3.00pm - 5.59pm,0
11/10/2018,Friday,Humberside,Rescue/Recovery,Land,Supported & Completed,East Midlands,53.26,-0.08,9.00pm - 11.59pm,2
11/10/2018,Friday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.44,-2.6,9.00pm - 11.59pm,3
11/10/2018,Friday,St Athan,Rescue/Recovery,Land,Terminated On Scene,Wales,51.45,-3.18,9.00pm - 11.59pm,0
12/10/2018,Saturday,Lydd,Support,Coast,Terminated En Route,South East,50.82,-0.13,12.00am - 2.59am,0
12/10/2018,Saturday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,East of England,52.41,1.79,3.00am - 5.59am,3
12/10/2018,Saturday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.73,0.24,9.00am - 11.59am,1
12/10/2018,Saturday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,58.79,1.34,12.00pm - 2.59pm,2
12/10/2018,Saturday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.95,-4.36,12.00pm - 2.59pm,1
12/10/2018,Saturday,Prestwick,Support,Land,Diverted / Suspended,North West,54.47,-2.97,3.00pm - 5.59pm,1
12/10/2018,Saturday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,49.86,-5.13,6.00pm - 8.59pm,2
12/10/2018,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,9.00pm - 11.59pm,2
12/10/2018,Saturday,Lee on Solent,Search only,Coast,Supported & Completed,South East,50.8,-0.37,9.00pm - 11.59pm,1
12/10/2018,Saturday,Inverness,Search only,Land,Supported & Completed,Highlands and Islands,58.44,-3.09,9.00pm - 11.59pm,3
