,Date,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Tasking_outcome,Region,Latitude,Longitude,Time_of_day,Duration
7116,28/04/2018,Saturday,Prestwick,Search only,Coast,Supported & Completed,North West,54.53,-3.61,9.00pm - 11.59pm,1
7117,28/04/2018,Saturday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9.00pm - 11.59pm,1
7118,29/04/2018,Sunday,St Athan,Support,Coast,Terminated Prior to Launch,Wales,51.38,-3.35,6.00am - 8.59am,0
7119,29/04/2018,Sunday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.21,-4.81,9.00am - 11.59am,2
7120,29/04/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.08,-5.71,12.00pm - 2.59pm,2
7121,29/04/2018,Sunday,Stornoway,Support,Land,Terminated Prior to Launch,Highlands and Islands,57.01,-7.51,6.00pm - 8.59pm,0
7122,30/04/2018,Monday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.47,-3.21,3.00pm - 5.59pm,3
7123,01/05/2018,Tuesday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.57,-4.04,9.00am - 11.59am,0
7124,01/05/2018,Tuesday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,East of England,51.72,2.23,9.00am - 11.59am,2
7125,01/05/2018,Tuesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.39,-4.54,3.00pm - 5.59pm,6
7126,01/05/2018,Tuesday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,57.02,-7.44,3.00pm - 5.59pm,6
7127,01/05/2018,Tuesday,Stornoway,Pre-arranged Transfer,Land,Terminated On Scene,Highlands and Islands,57.02,-7.44,3.00pm - 5.59pm,3
7128,01/05/2018,Tuesday,St Athan,Search only,Coast,Terminated On Scene,Wales,51.42,-3.58,9.00pm - 11.59pm,1
7129,01/05/2018,Tuesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.52,-6.22,9.00pm - 11.59pm,2
7130,01/05/2018,Tuesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,54.49,-3.3,3.00am - 5.59am,5
7131,01/05/2018,Tuesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.39,-4.54,6.00am - 8.59am,3
7132,02/05/2018,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.59,1.05,6.00am - 8.59am,2
7133,02/05/2018,Wednesday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.51,-4.83,12.00pm - 2.59pm,2
7134,02/05/2018,Wednesday,Inverness,Search only,Land,Supported & Completed,Highlands and Islands,57.22,-6.09,12.00pm - 2.59pm,1
7135,02/05/2018,Wednesday,Inverness,Search only,Coast,Supported & Completed,Highlands and Islands,57.32,-7.4,3.00pm - 5.59pm,0
7136,03/05/2018,Thursday,Newquay,Search only,Maritime,Supported & Completed,South West,49.86,-4.96,6.00am - 8.59am,2
7137,03/05/2018,Thursday,Lydd,Support,Coast,Supported & Completed,South East,50.73,0.24,9.00am - 11.59am,1
7138,03/05/2018,Thursday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.17,-2.06,9.00pm - 11.59pm,7
7139,03/05/2018,Thursday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.14,-5.69,9.00am - 11.59am,2
7140,03/05/2018,Thursday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.21,-4.62,12.00pm - 2.59pm,1
7141,03/05/2018,Thursday,Newquay,Support,Land,Diverted / Suspended,South West,50.59,-4.6,3.00pm - 5.59pm,0
7142,03/05/2018,Thursday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,50.27,-5.09,3.00pm - 5.59pm,3
7143,03/05/2018,Thursday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,57.48,-7.36,6.00pm - 8.59pm,5
7144,04/05/2018,Friday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,50.62,-0.54,12.00am - 2.59am,3
7145,04/05/2018,Friday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East Midlands,53.3,0.41,3.00am - 5.59am,2
7146,04/05/2018,Friday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,53.7,1.13,6.00am - 8.59am,2
7147,04/05/2018,Friday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.11,-4.03,6.00am - 8.59am,4
7148,04/05/2018,Friday,Lydd,Search only,Coast,Supported & Completed,South East,50.74,0.21,12.00pm - 2.59pm,1
7149,04/05/2018,Friday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,3
7150,04/05/2018,Friday,Lydd,Search only,Maritime,Supported & Completed,South East,51.18,1.66,3.00pm - 5.59pm,2
7151,04/05/2018,Friday,Humberside,Rescue/Recovery,Coast,Supported & Completed,Yorkshire and the Humber,53.58,0.05,9.00pm - 11.59pm,2
7152,04/05/2018,Friday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.22,-6.38,12.00am - 2.59am,4
7153,04/05/2018,Friday,Caernarfon,Search only,Coast,Supported & Completed,North West,53.41,-3.01,12.00am - 2.59am,2
7154,05/05/2018,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.46,-3.18,3.00am - 5.59am,3
7155,05/05/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.9,-5.47,12.00pm - 2.59pm,1
7156,05/05/2018,Saturday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,1
7157,05/05/2018,Saturday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.35,-1.12,12.00pm - 2.59pm,1
7158,05/05/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.03,3.00pm - 5.59pm,1
7159,05/05/2018,Saturday,Caernarfon,Rescue/Recovery,Coast,Supported & Completed,Wales,53.32,-4.68,9.00am - 11.59am,1
7160,05/05/2018,Saturday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,50.27,-5.1,3.00pm - 5.59pm,3
7161,05/05/2018,Saturday,St Athan,Rescue/Recovery,Coast,Terminated En Route,South West,50.42,-5.07,3.00pm - 5.59pm,1
7162,05/05/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,North Eastern Scotland,57.08,-3.61,6.00pm - 8.59pm,1
7163,05/05/2018,Saturday,Caernarfon,Search only,Coast,Supported & Completed,Wales,53.22,-4.19,6.00pm - 8.59pm,0
7164,05/05/2018,Saturday,Lee on Solent,Support,Coast,Terminated On Scene,South East,50.74,0.24,6.00pm - 8.59pm,1
7165,05/05/2018,Saturday,Lydd,Support,Coast,Supported & Completed,South East,51.06,1.11,6.00pm - 8.59pm,1
7166,05/05/2018,Saturday,Humberside,Rescue/Recovery,Land,Supported & Completed,Yorkshire and the Humber,54.44,-0.54,9.00pm - 11.59pm,1
7167,05/05/2018,Saturday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,North West,54.19,-3.21,6.00pm - 8.59pm,4
7168,05/05/2018,Saturday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.72,-1.3,9.00pm - 11.59pm,1
7169,06/05/2018,Sunday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Northern Ireland,55.22,-6.56,12.00am - 2.59am,3
7170,06/05/2018,Sunday,St Athan,Rescue/Recovery,Land,Terminated On Scene,Wales,51.86,-3.54,6.00am - 8.59am,0
7171,06/05/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,51.16,-4.67,9.00am - 11.59am,2
7172,06/05/2018,Sunday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.42,1.76,9.00am - 11.59am,1
7173,06/05/2018,Sunday,Lee on Solent,Search only,Coast,Terminated On Scene,South East,50.78,-0.91,9.00am - 11.59am,0
7174,06/05/2018,Sunday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,51.16,-4.66,9.00am - 11.59am,1
7175,06/05/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.7,-3.91,12.00pm - 2.59pm,1
7176,06/05/2018,Sunday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Southern Scotland,55.93,-2.3,3.00pm - 5.59pm,1
7177,06/05/2018,Sunday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.54,-4.86,6.00pm - 8.59pm,2
7178,06/05/2018,Sunday,Inverness,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.29,2.17,3.00pm - 5.59pm,4
7179,06/05/2018,Sunday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.58,-3.99,6.00pm - 8.59pm,2
7180,06/05/2018,Sunday,Prestwick,Support,Coast,Terminated En Route,North West,54.55,-3.6,6.00pm - 8.59pm,0
7181,06/05/2018,Sunday,Caernarfon,Support,Land,Terminated On Scene,Wales,52.43,-4.08,9.00pm - 11.59pm,0
7182,07/05/2018,Monday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,54.27,0.03,12.00am - 2.59am,3
7183,07/05/2018,Monday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South West,50.37,-2.57,6.00am - 8.59am,2
7184,07/05/2018,Monday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.78,-1.01,9.00am - 11.59am,1
7185,07/05/2018,Monday,Lydd,Search only,Maritime,Supported & Completed,South East,51.09,1.69,9.00am - 11.59am,1
7186,07/05/2018,Monday,St Athan,Support,Coast,Cancelled,Wales,51.47,-3.65,12.00pm - 2.59pm,0
7187,07/05/2018,Monday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.25,-4.09,12.00pm - 2.59pm,0
7188,07/05/2018,Monday,Newquay,Support,Coast,Diverted / Suspended,South West,50.33,-4.15,12.00pm - 2.59pm,0
7190,07/05/2018,Monday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,50.69,-3.12,12.00pm - 2.59pm,3
7191,07/05/2018,Monday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.0,-5.73,12.00pm - 2.59pm,1
7192,07/05/2018,Monday,Inverness,Support,Land,Terminated En Route,Highlands and Islands,57.67,-2.98,6.00pm - 8.59pm,0
7193,07/05/2018,Monday,Humberside,Pre-arranged Transfer,Land,Supported & Completed,Yorkshire and the Humber,53.87,-1.66,3.00pm - 5.59pm,3
7194,07/05/2018,Monday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.78,-3.56,6.00pm - 8.59pm,3
7195,07/05/2018,Monday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9.00pm - 11.59pm,1
7196,07/05/2018,Monday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9.00pm - 11.59pm,0
7197,07/05/2018,Monday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.95,-0.33,9.00pm - 11.59pm,1
7198,08/05/2018,Tuesday,Lee on Solent,Search only,Coast,Supported & Completed,South West,50.72,-2.79,12.00am - 2.59am,2
7199,08/05/2018,Tuesday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.88,1.89,12.00am - 2.59am,2
7200,08/05/2018,Tuesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.41,-5.9,12.00pm - 2.59pm,5
7201,08/05/2018,Tuesday,St Athan,Search only,Coast,Supported & Completed,South West,50.69,-2.72,6.00pm - 8.59pm,2
7202,08/05/2018,Tuesday,Caernarfon,Rescue/Recovery,Coast,Supported & Completed,Wales,53.23,-4.52,6.00pm - 8.59pm,1
7203,08/05/2018,Tuesday,Caernarfon,Search only,Land,Supported & Completed,Wales,52.42,-4.05,9.00pm - 11.59pm,2
7204,09/05/2018,Wednesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.51,-6.18,9.00am - 11.59am,3
7205,09/05/2018,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.96,-6.29,12.00pm - 2.59pm,1
7206,09/05/2018,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,6.00pm - 8.59pm,2
7207,09/05/2018,Wednesday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.77,-1.1,9.00pm - 11.59pm,2
7208,09/05/2018,Wednesday,Sumburgh,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,60.64,-1.31,6.00pm - 8.59pm,4
7209,10/05/2018,Thursday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.32,-6.37,3.00pm - 5.59pm,2
7210,10/05/2018,Thursday,St Athan,Support,Coast,Supported & Completed,South West,50.72,-2.8,3.00pm - 5.59pm,2
7211,10/05/2018,Thursday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.2,-6.22,3.00pm - 5.59pm,4
7212,11/05/2018,Friday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,58.48,1.27,9.00am - 11.59am,2
7213,11/05/2018,Friday,Lydd,Rescue/Recovery,Land,Supported & Completed,South East,51.13,1.33,9.00am - 11.59am,0
7214,11/05/2018,Friday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Southern Scotland,55.42,-3.3,12.00pm - 2.59pm,3
7215,11/05/2018,Friday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,49.13,-4.82,3.00pm - 5.59pm,2
7216,11/05/2018,Friday,Stornoway,Search only,Coast,Terminated Prior to Launch,Highlands and Islands,58.55,-4.8,3.00pm - 5.59pm,0
7217,11/05/2018,Friday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.43,-2.6,3.00pm - 5.59pm,3
7218,11/05/2018,Friday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.69,-2.93,6.00pm - 8.59pm,1
7219,11/05/2018,Friday,Prestwick,Search only,Land,Supported & Completed,Eastern Scotland,56.23,-4.2,9.00pm - 11.59pm,3
7220,12/05/2018,Saturday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.83,-5.06,3.00am - 5.59am,1
7221,12/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.1,-3.9,6.00am - 8.59am,1
7222,12/05/2018,Saturday,Lee on Solent,Search only,Coast,Supported & Completed,South East,50.79,-0.01,6.00am - 8.59am,2
7223,12/05/2018,Saturday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.57,-4.04,12.00pm - 2.59pm,1
7224,12/05/2018,Saturday,Newquay,Support,Land,Terminated On Scene,South West,50.32,-5.2,12.00pm - 2.59pm,0
7225,12/05/2018,Saturday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,55.98,-6.07,12.00pm - 2.59pm,2
7226,12/05/2018,Saturday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.99,-3.11,12.00pm - 2.59pm,2
7227,12/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.99,-3.96,3.00pm - 5.59pm,0
7228,13/05/2018,Sunday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.03,1.8,9.00am - 11.59am,2
7229,13/05/2018,Sunday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.48,-8.25,9.00am - 11.59am,2
7230,13/05/2018,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,North Eastern Scotland,56.88,-3.38,12.00pm - 2.59pm,2
7231,13/05/2018,Sunday,St Athan,Search only,Coast,Supported & Completed,Wales,51.67,-4.18,12.00pm - 2.59pm,1
7232,13/05/2018,Sunday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South West,50.27,-2.46,3.00pm - 5.59pm,1
7233,13/05/2018,Sunday,Humberside,Search only,Land,Terminated Prior to Launch,Yorkshire and the Humber,54.37,-0.68,3.00pm - 5.59pm,0
7234,13/05/2018,Sunday,Lydd,Pre-arranged Transfer,Land,Supported & Completed,East of England,52.56,1.72,6.00pm - 8.59pm,6
7235,14/05/2018,Monday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.38,2.0,9.00am - 11.59am,2
7236,14/05/2018,Monday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.95,-6.33,9.00am - 11.59am,1
7237,14/05/2018,Monday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.22,-4.79,9.00am - 11.59am,2
7238,14/05/2018,Monday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-4.06,12.00pm - 2.59pm,0
7239,14/05/2018,Monday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,55.19,1.18,3.00pm - 5.59pm,3
7240,14/05/2018,Monday,Sumburgh,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,60.19,-1.25,3.00pm - 5.59pm,4
7241,14/05/2018,Monday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.21,-6.23,6.00pm - 8.59pm,3
7242,14/05/2018,Monday,Humberside,Support,Land,Supported & Completed,East Midlands,53.13,-1.56,6.00pm - 8.59pm,3
7243,15/05/2018,Tuesday,Lydd,Support,Maritime,Terminated On Scene,South East,50.07,1.19,12.00am - 2.59am,0
7244,15/05/2018,Tuesday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.46,-3.1,3.00am - 5.59am,2
7245,15/05/2018,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.27,1.6,3.00am - 5.59am,3
7246,15/05/2018,Tuesday,Lee on Solent,Support,Land,Terminated En Route,South East,50.83,-1.04,9.00am - 11.59am,0
7247,15/05/2018,Tuesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-4.08,12.00pm - 2.59pm,1
7248,15/05/2018,Tuesday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,Wales,51.58,-3.0,9.00am - 11.59am,3
7249,15/05/2018,Tuesday,Prestwick,Support,Land,Terminated En Route,Eastern Scotland,56.11,-3.15,3.00pm - 5.59pm,1
7250,15/05/2018,Tuesday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.98,-2.97,6.00pm - 8.59pm,2
7251,15/05/2018,Tuesday,Caernarfon,Search only,Land,Terminated On Scene,Wales,52.93,-4.24,9.00pm - 11.59pm,1
7252,16/05/2018,Wednesday,Lee on Solent,Support,Land,Terminated Prior to Launch,South West,50.74,-1.81,12.00am - 2.59am,0
7253,16/05/2018,Wednesday,St Athan,Rescue/Recovery,Maritime,Supported & Completed,Wales,51.94,-5.74,9.00am - 11.59am,2
7254,16/05/2018,Wednesday,St Athan,Rescue/Recovery,Land,Diverted / Suspended,Wales,51.88,-3.44,12.00pm - 2.59pm,1
7255,16/05/2018,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.87,-4.51,12.00pm - 2.59pm,1
7256,16/05/2018,Wednesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.07,-4.04,3.00pm - 5.59pm,2
7257,16/05/2018,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.23,1.15,6.00pm - 8.59pm,2
7258,16/05/2018,Wednesday,Lydd,Support,Land,Terminated On Scene,South East,50.95,0.74,6.00pm - 8.59pm,0
7259,17/05/2018,Thursday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.66,-5.33,6.00am - 8.59am,1
7260,17/05/2018,Thursday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.82,-8.59,12.00pm - 2.59pm,1
7261,17/05/2018,Thursday,Caernarfon,Rescue/Recovery,Maritime,Supported & Completed,Wales,53.97,-4.74,12.00pm - 2.59pm,3
7262,17/05/2018,Thursday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,2
7263,17/05/2018,Thursday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,54.45,-0.29,12.00pm - 2.59pm,2
7264,17/05/2018,Thursday,St Athan,Rescue/Recovery,Maritime,Supported & Completed,South West,49.93,-4.48,3.00pm - 5.59pm,3
7265,17/05/2018,Thursday,Inverness,Support,Land,Terminated On Scene,Highlands and Islands,57.59,-5.43,3.00pm - 5.59pm,2
7266,17/05/2018,Thursday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.19,-4.64,3.00pm - 5.59pm,3
7267,17/05/2018,Thursday,Lydd,Support,Land,Terminated En Route,East of England,52.46,1.62,6.00pm - 8.59pm,0
7268,17/05/2018,Thursday,Lydd,Rescue/Recovery,Coast,Supported & Completed,East of England,52.03,1.17,6.00pm - 8.59pm,3
7269,18/05/2018,Friday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,6.00am - 8.59am,2
7270,18/05/2018,Friday,Lydd,Rescue/Recovery,Coast,Supported & Completed,East of England,51.78,1.16,3.00pm - 5.59pm,2
7271,18/05/2018,Friday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,54.45,-3.22,12.00pm - 2.59pm,3
7272,18/05/2018,Friday,St Athan,Support,Coast,Supported & Completed,Wales,51.48,-3.71,6.00pm - 8.59pm,0
7273,18/05/2018,Friday,Caernarfon,Search only,Coast,Supported & Completed,North West,53.8,-3.05,9.00pm - 11.59pm,2
7274,19/05/2018,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.95,-6.33,12.00am - 2.59am,2
7275,19/05/2018,Saturday,Humberside,Rescue/Recovery,Coast,Supported & Completed,Yorkshire and the Humber,53.56,-0.03,9.00am - 11.59am,1
7276,19/05/2018,Saturday,Prestwick,Rescue/Recovery,Land,Terminated En Route,North West,54.49,-3.29,12.00pm - 2.59pm,0
7277,19/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Terminated On Scene,Wales,53.08,-4.05,12.00pm - 2.59pm,0
7278,19/05/2018,Saturday,Lee on Solent,Support,Coast,Supported & Completed,South West,50.59,-2.06,9.00am - 11.59am,2
7279,19/05/2018,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.53,-3.01,12.00pm - 2.59pm,1
7280,19/05/2018,Saturday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,58.26,-5.04,9.00am - 11.59am,3
7281,19/05/2018,Saturday,Prestwick,Support,Land,Supported & Completed,Southern Scotland,54.88,-3.73,12.00pm - 2.59pm,1
7282,19/05/2018,Saturday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,53.03,-4.2,3.00pm - 5.59pm,2
7283,19/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Diverted / Suspended,Wales,53.08,-4.05,12.00pm - 2.59pm,0
7284,19/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-4.05,3.00pm - 5.59pm,0
7285,19/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.03,-4.2,12.00pm - 2.59pm,2
7286,19/05/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-3.92,3.00pm - 5.59pm,1
7287,19/05/2018,Saturday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.74,0.26,3.00pm - 5.59pm,1
7288,19/05/2018,Saturday,St Athan,Support,Coast,Terminated En Route,South West,50.36,-4.19,6.00pm - 8.59pm,0
7289,19/05/2018,Saturday,Newquay,Support,Coast,Terminated En Route,South West,50.36,-4.19,6.00pm - 8.59pm,0
7290,19/05/2018,Saturday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.55,-4.88,6.00pm - 8.59pm,1
7291,19/05/2018,Saturday,Prestwick,Search only,Coast,Supported & Completed,North East,55.67,-1.79,3.00pm - 5.59pm,5
7292,19/05/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.32,-4.39,6.00pm - 8.59pm,2
7293,20/05/2018,Sunday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,60.71,-1.01,3.00am - 5.59am,1
7294,20/05/2018,Sunday,Caernarfon,Rescue/Recovery,Coast,Supported & Completed,Wales,53.33,-3.83,6.00am - 8.59am,1
7295,20/05/2018,Sunday,Newquay,Search only,Coast,Supported & Completed,South West,50.43,-5.1,6.00am - 8.59am,1
7296,20/05/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.09,-4.05,9.00am - 11.59am,3
7297,20/05/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.99,-4.02,12.00pm - 2.59pm,1
7298,20/05/2018,Sunday,Newquay,Search only,Land,Terminated On Scene,South West,50.37,-5.12,12.00pm - 2.59pm,0
7299,20/05/2018,Sunday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.86,-3.06,3.00pm - 5.59pm,3
7300,20/05/2018,Sunday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,53.83,0.44,3.00pm - 5.59pm,2
7301,20/05/2018,Sunday,Lydd,Search only,Maritime,Supported & Completed,South East,50.74,0.51,9.00pm - 11.59pm,3
7302,21/05/2018,Monday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.6,1.05,9.00am - 11.59am,2
7303,21/05/2018,Monday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.06,-6.51,9.00am - 11.59am,3
7304,21/05/2018,Monday,Prestwick,Search only,Coast,Supported & Completed,North West,54.5,-3.62,12.00pm - 2.59pm,1
7305,21/05/2018,Monday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.82,-8.56,12.00pm - 2.59pm,2
7306,21/05/2018,Monday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00pm - 2.59pm,2
7307,21/05/2018,Monday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.13,-4.02,6.00pm - 8.59pm,1
7308,22/05/2018,Tuesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.08,-5.54,3.00pm - 5.59pm,2
7309,22/05/2018,Tuesday,Stornoway,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,57.65,-6.73,3.00pm - 5.59pm,3
7310,22/05/2018,Tuesday,Newquay,Support,Coast,Terminated En Route,South West,50.44,-3.56,6.00pm - 8.59pm,0
7311,23/05/2018,Wednesday,Sumburgh,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,60.12,-2.05,3.00am - 5.59am,1
7312,23/05/2018,Wednesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Southern Scotland,55.12,-4.43,6.00am - 8.59am,2
7313,23/05/2018,Wednesday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.12,-4.06,12.00pm - 2.59pm,2
7314,23/05/2018,Wednesday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.58,-0.68,12.00pm - 2.59pm,1
7315,23/05/2018,Wednesday,Inverness,Search only,Coast,Terminated On Scene,North Eastern Scotland,57.67,-2.53,3.00pm - 5.59pm,1
